"translation_id";"sentence_id_1";"sentence_id_2"
579;189;192
580;190;191
581;190;192
582;191;192
583;190;189
584;191;189
585;192;189
586;191;190
587;192;190
588;192;191
589;193;194
590;193;195
591;193;196
592;194;195
593;194;196
594;195;196
595;194;193
596;195;193
597;196;193
598;195;194
599;196;194
600;196;195
601;197;198
602;197;199
603;197;200
604;198;199
605;198;200
606;199;200
607;198;197
608;199;197
609;200;197
610;199;198
611;200;198
612;200;199
613;201;202
614;201;203
615;201;204
616;202;203
617;202;204
618;203;204
619;202;201
620;203;201
621;204;201
622;203;202
623;204;202
624;204;203
625;205;206
626;205;207
627;205;208
628;206;207
629;206;208
630;207;208
631;206;205
632;207;205
633;208;205
634;207;206
635;208;206
636;208;207
637;209;210
638;209;211
639;209;212
640;210;211
641;210;212
642;211;212
643;210;209
644;211;209
645;212;209
646;211;210
647;212;210
648;212;211
649;213;214
650;213;215
651;213;216
652;214;215
653;214;216
654;215;216
655;214;213
656;215;213
657;216;213
658;215;214
659;216;214
660;216;215
661;217;218
662;217;219
663;217;220
664;218;219
665;218;220
666;219;220
667;218;217
668;219;217
669;220;217
670;219;218
671;220;218
672;220;219
673;221;222
674;221;223
675;221;224
676;222;223
677;222;224
678;223;224
679;222;221
680;223;221
681;224;221
682;223;222
683;224;222
684;224;223
685;225;226
686;225;227
687;225;228
688;226;227
689;226;228
690;227;228
691;226;225
692;227;225
693;228;225
694;227;226
695;228;226
696;228;227
697;229;230
698;229;231
699;229;232
700;230;231
701;230;232
702;231;232
703;230;229
704;231;229
705;232;229
706;231;230
707;232;230
708;232;231
709;233;234
710;233;235
711;233;236
712;234;235
713;234;236
714;235;236
715;234;233
716;235;233
717;236;233
718;235;234
719;236;234
720;236;235
721;237;238
722;237;239
723;237;240
724;238;239
725;238;240
726;239;240
727;238;237
728;239;237
729;240;237
730;239;238
731;240;238
732;240;239
733;241;242
734;241;243
735;241;244
736;242;243
737;242;244
738;243;244
739;242;241
740;243;241
741;244;241
742;243;242
743;244;242
744;244;243
745;245;246
746;245;247
747;245;248
748;246;247
749;246;248
750;247;248
751;246;245
752;247;245
753;248;245
754;247;246
755;248;246
756;248;247
757;249;250
758;249;251
759;249;248
760;250;251
761;250;248
762;251;248
763;250;249
764;251;249
765;248;249
766;251;250
767;248;250
768;248;251
769;253;254
770;253;255
771;253;256
772;254;255
773;254;256
774;255;256
775;254;253
776;255;253
777;256;253
778;255;254
779;256;254
780;256;255
781;257;258
782;257;259
783;257;260
784;258;259
785;258;260
786;259;260
787;258;257
788;259;257
789;260;257
790;259;258
791;260;258
792;260;259
793;261;262
794;261;263
795;261;264
796;262;263
797;262;264
798;263;264
799;262;261
800;263;261
801;264;261
802;263;262
803;264;262
804;264;263
805;265;266
806;265;267
807;265;268
808;266;267
809;266;268
810;267;268
811;266;265
812;267;265
813;268;265
814;267;266
815;268;266
816;268;267
817;269;266
818;269;267
819;269;272
820;266;267
821;266;272
822;267;272
823;266;269
824;267;269
825;272;269
826;267;266
827;272;266
828;272;267
829;273;274
830;273;275
831;273;276
832;274;275
833;274;276
834;275;276
835;274;273
836;275;273
837;276;273
838;275;274
839;276;274
840;276;275
841;277;278
842;277;279
843;277;280
844;278;279
845;278;280
846;279;280
847;278;277
848;279;277
849;280;277
850;279;278
851;280;278
852;280;279
853;281;278
854;281;279
855;281;280
856;278;279
857;278;280
858;279;280
859;278;281
860;279;281
861;280;281
862;279;278
863;280;278
864;280;279
865;285;286
866;285;287
867;285;288
868;286;287
869;286;288
870;287;288
871;286;285
872;287;285
873;288;285
874;287;286
875;288;286
876;288;287
877;289;290
878;289;291
879;289;292
880;290;291
881;290;292
882;291;292
883;290;289
884;291;289
885;292;289
886;291;290
887;292;290
888;292;291
889;293;294
890;293;295
891;293;296
892;294;295
893;294;296
894;295;296
895;294;293
896;295;293
897;296;293
898;295;294
899;296;294
900;296;295
901;297;298
902;297;299
903;297;300
904;298;299
905;298;300
906;299;300
907;298;297
908;299;297
909;300;297
910;299;298
911;300;298
912;300;299
913;301;302
914;301;303
915;301;304
916;302;303
917;302;304
918;303;304
919;302;301
920;303;301
921;304;301
922;303;302
923;304;302
924;304;303
925;305;306
926;305;307
927;305;308
928;306;307
929;306;308
930;307;308
931;306;305
932;307;305
933;308;305
934;307;306
935;308;306
936;308;307
937;309;310
938;309;311
939;309;312
940;310;311
941;310;312
942;311;312
943;310;309
944;311;309
945;312;309
946;311;310
947;312;310
948;312;311
949;313;314
950;313;315
951;313;316
952;314;315
953;314;316
954;315;316
955;314;313
956;315;313
957;316;313
958;315;314
959;316;314
960;316;315
961;317;318
962;317;319
963;317;320
964;318;319
965;318;320
966;319;320
967;318;317
968;319;317
969;320;317
970;319;318
971;320;318
972;320;319
973;321;322
974;321;323
975;321;324
976;322;323
977;322;324
978;323;324
979;322;321
980;323;321
981;324;321
982;323;322
983;324;322
984;324;323
985;325;326
986;325;327
987;325;328
988;326;327
989;326;328
990;327;328
991;326;325
992;327;325
993;328;325
994;327;326
995;328;326
996;328;327
997;329;330
998;329;331
999;329;332
1000;330;331
1001;330;332
1002;331;332
1003;330;329
1004;331;329
1005;332;329
1006;331;330
1007;332;330
1008;332;331
1009;333;334
1010;333;335
1011;333;336
1012;334;335
1013;334;336
1014;335;336
1015;334;333
1016;335;333
1017;336;333
1018;335;334
1019;336;334
1020;336;335
1021;337;338
1022;337;339
1023;337;340
1024;338;339
1025;338;340
1026;339;340
1027;338;337
1028;339;337
1029;340;337
1030;339;338
1031;340;338
1032;340;339
1033;341;342
1034;341;343
1035;341;344
1036;342;343
1037;342;344
1038;343;344
1039;342;341
1040;343;341
1041;344;341
1042;343;342
1043;344;342
1044;344;343
1045;345;346
1046;345;347
1047;345;348
1048;346;347
1049;346;348
1050;347;348
1051;346;345
1052;347;345
1053;348;345
1054;347;346
1055;348;346
1056;348;347
1057;349;350
1058;349;351
1059;349;352
1060;350;351
1061;350;352
1062;351;352
1063;350;349
1064;351;349
1065;352;349
1066;351;350
1067;352;350
1068;352;351
1069;353;354
1070;353;355
1071;353;356
1072;354;355
1073;354;356
1074;355;356
1075;354;353
1076;355;353
1077;356;353
1078;355;354
1079;356;354
1080;356;355
1081;357;358
1082;357;359
1083;357;360
1084;358;359
1085;358;360
1086;359;360
1087;358;357
1088;359;357
1089;360;357
1090;359;358
1091;360;358
1092;360;359
1093;361;362
1094;361;363
1095;361;364
1096;362;363
1097;362;364
1098;363;364
1099;362;361
1100;363;361
1101;364;361
1102;363;362
1103;364;362
1104;364;363
1105;365;366
1106;365;367
1107;365;368
1108;366;367
1109;366;368
1110;367;368
1111;366;365
1112;367;365
1113;368;365
1114;367;366
1115;368;366
1116;368;367
1117;369;370
1118;369;371
1119;369;372
1120;370;371
1121;370;372
1122;371;372
1123;370;369
1124;371;369
1125;372;369
1126;371;370
1127;372;370
1128;372;371
1129;373;374
1130;373;375
1131;373;376
1132;374;375
1133;374;376
1134;375;376
1135;374;373
1136;375;373
1137;376;373
1138;375;374
1139;376;374
1140;376;375
1141;377;378
1142;377;379
1143;377;380
1144;378;379
1145;378;380
1146;379;380
1147;378;377
1148;379;377
1149;380;377
1150;379;378
1151;380;378
1152;380;379
1153;381;382
1154;381;383
1155;381;384
1156;382;383
1157;382;384
1158;383;384
1159;382;381
1160;383;381
1161;384;381
1162;383;382
1163;384;382
1164;384;383
1165;385;386
1166;385;387
1167;385;388
1168;386;387
1169;386;388
1170;387;388
1171;386;385
1172;387;385
1173;388;385
1174;387;386
1175;388;386
1176;388;387
1177;389;390
1178;389;391
1179;389;392
1180;390;391
1181;390;392
1182;391;392
1183;390;389
1184;391;389
1185;392;389
1186;391;390
1187;392;390
1188;392;391
1189;393;394
1190;393;395
1191;393;396
1192;394;395
1193;394;396
1194;395;396
1195;394;393
1196;395;393
1197;396;393
1198;395;394
1199;396;394
1200;396;395
1201;397;398
1202;397;399
1203;397;400
1204;398;399
1205;398;400
1206;399;400
1207;398;397
1208;399;397
1209;400;397
1210;399;398
1211;400;398
1212;400;399
1213;401;402
1214;401;403
1215;401;404
1216;402;403
1217;402;404
1218;403;404
1219;402;401
1220;403;401
1221;404;401
1222;403;402
1223;404;402
1224;404;403
1225;405;406
1226;405;407
1227;405;408
1228;406;407
1229;406;408
1230;407;408
1231;406;405
1232;407;405
1233;408;405
1234;407;406
1235;408;406
1236;408;407
1237;409;410
1238;409;411
1239;409;412
1240;410;411
1241;410;412
1242;411;412
1243;410;409
1244;411;409
1245;412;409
1246;411;410
1247;412;410
1248;412;411
1249;413;414
1250;413;415
1251;413;416
1252;414;415
1253;414;416
1254;415;416
1255;414;413
1256;415;413
1257;416;413
1258;415;414
1259;416;414
1260;416;415
1261;417;418
1262;417;419
1263;417;420
1264;418;419
1265;418;420
1266;419;420
1267;418;417
1268;419;417
1269;420;417
1270;419;418
1271;420;418
1272;420;419
1273;421;422
1274;421;423
1275;421;424
1276;422;423
1277;422;424
1278;423;424
1279;422;421
1280;423;421
1281;424;421
1282;423;422
1283;424;422
1284;424;423
1285;425;426
1286;425;427
1287;425;428
1288;426;427
1289;426;428
1290;427;428
1291;426;425
1292;427;425
1293;428;425
1294;427;426
1295;428;426
1296;428;427
1297;429;430
1298;429;431
1299;429;432
1300;430;431
1301;430;432
1302;431;432
1303;430;429
1304;431;429
1305;432;429
1306;431;430
1307;432;430
1308;432;431
1309;433;434
1310;433;435
1311;433;436
1312;434;435
1313;434;436
1314;435;436
1315;434;433
1316;435;433
1317;436;433
1318;435;434
1319;436;434
1320;436;435
1321;437;438
1322;437;439
1323;437;440
1324;438;439
1325;438;440
1326;439;440
1327;438;437
1328;439;437
1329;440;437
1330;439;438
1331;440;438
1332;440;439
1333;441;442
1334;441;443
1335;441;444
1336;442;443
1337;442;444
1338;443;444
1339;442;441
1340;443;441
1341;444;441
1342;443;442
1343;444;442
1344;444;443
1345;445;446
1346;445;447
1347;445;448
1348;446;447
1349;446;448
1350;447;448
1351;446;445
1352;447;445
1353;448;445
1354;447;446
1355;448;446
1356;448;447
1357;449;450
1358;449;451
1359;449;452
1360;450;451
1361;450;452
1362;451;452
1363;450;449
1364;451;449
1365;452;449
1366;451;450
1367;452;450
1368;452;451
1369;453;454
1370;453;455
1371;453;456
1372;454;455
1373;454;456
1374;455;456
1375;454;453
1376;455;453
1377;456;453
1378;455;454
1379;456;454
1380;456;455
1381;457;458
1382;457;459
1383;457;460
1384;458;459
1385;458;460
1386;459;460
1387;458;457
1388;459;457
1389;460;457
1390;459;458
1391;460;458
1392;460;459
1393;461;462
1394;461;463
1395;461;464
1396;462;463
1397;462;464
1398;463;464
1399;462;461
1400;463;461
1401;464;461
1402;463;462
1403;464;462
1404;464;463
1405;465;466
1406;465;467
1407;465;468
1408;466;467
1409;466;468
1410;467;468
1411;466;465
1412;467;465
1413;468;465
1414;467;466
1415;468;466
1416;468;467
1417;469;470
1418;469;471
1419;469;472
1420;470;471
1421;470;472
1422;471;472
1423;470;469
1424;471;469
1425;472;469
1426;471;470
1427;472;470
1428;472;471
1429;473;474
1430;473;475
1431;473;476
1432;474;475
1433;474;476
1434;475;476
1435;474;473
1436;475;473
1437;476;473
1438;475;474
1439;476;474
1440;476;475
1441;477;478
1442;477;479
1443;477;480
1444;478;479
1445;478;480
1446;479;480
1447;478;477
1448;479;477
1449;480;477
1450;479;478
1451;480;478
1452;480;479
1453;481;482
1454;481;483
1455;481;484
1456;482;483
1457;482;484
1458;483;484
1459;482;481
1460;483;481
1461;484;481
1462;483;482
1463;484;482
1464;484;483
1465;485;486
1466;485;487
1467;485;488
1468;486;487
1469;486;488
1470;487;488
1471;486;485
1472;487;485
1473;488;485
1474;487;486
1475;488;486
1476;488;487
1477;489;490
1478;489;491
1479;489;492
1480;490;491
1481;490;492
1482;491;492
1483;490;489
1484;491;489
1485;492;489
1486;491;490
1487;492;490
1488;492;491
1489;493;494
1490;493;495
1491;493;496
1492;494;495
1493;494;496
1494;495;496
1495;494;493
1496;495;493
1497;496;493
1498;495;494
1499;496;494
1500;496;495
1501;497;498
1502;497;499
1503;497;500
1504;498;499
1505;498;500
1506;499;500
1507;498;497
1508;499;497
1509;500;497
1510;499;498
1511;500;498
1512;500;499
1513;501;502
1514;501;503
1515;501;504
1516;502;503
1517;502;504
1518;503;504
1519;502;501
1520;503;501
1521;504;501
1522;503;502
1523;504;502
1524;504;503
1525;505;506
1526;505;507
1527;505;508
1528;506;507
1529;506;508
1530;507;508
1531;506;505
1532;507;505
1533;508;505
1534;507;506
1535;508;506
1536;508;507
1537;509;510
1538;509;511
1539;509;512
1540;510;511
1541;510;512
1542;511;512
1543;510;509
1544;511;509
1545;512;509
1546;511;510
1547;512;510
1548;512;511
1549;513;514
1550;513;515
1551;513;516
1552;514;515
1553;514;516
1554;515;516
1555;514;513
1556;515;513
1557;516;513
1558;515;514
1559;516;514
1560;516;515
1561;517;518
1562;517;519
1563;517;520
1564;518;519
1565;518;520
1566;519;520
1567;518;517
1568;519;517
1569;520;517
1570;519;518
1571;520;518
1572;520;519
1573;521;522
1574;521;523
1575;521;524
1576;522;523
1577;522;524
1578;523;524
1579;522;521
1580;523;521
1581;524;521
1582;523;522
1583;524;522
1584;524;523
1585;525;526
1586;525;527
1587;525;528
1588;526;527
1589;526;528
1590;527;528
1591;526;525
1592;527;525
1593;528;525
1594;527;526
1595;528;526
1596;528;527
1597;529;530
1598;529;531
1599;529;532
1600;530;531
1601;530;532
1602;531;532
1603;530;529
1604;531;529
1605;532;529
1606;531;530
1607;532;530
1608;532;531
1609;533;534
1610;533;535
1611;533;536
1612;534;535
1613;534;536
1614;535;536
1615;534;533
1616;535;533
1617;536;533
1618;535;534
1619;536;534
1620;536;535
1621;537;538
1622;537;539
1623;537;540
1624;538;539
1625;538;540
1626;539;540
1627;538;537
1628;539;537
1629;540;537
1630;539;538
1631;540;538
1632;540;539
1633;541;542
1634;541;543
1635;541;544
1636;542;543
1637;542;544
1638;543;544
1639;542;541
1640;543;541
1641;544;541
1642;543;542
1643;544;542
1644;544;543
1645;545;546
1646;545;547
1647;545;548
1648;546;547
1649;546;548
1650;547;548
1651;546;545
1652;547;545
1653;548;545
1654;547;546
1655;548;546
1656;548;547
1657;549;550
1658;549;551
1659;549;552
1660;550;551
1661;550;552
1662;551;552
1663;550;549
1664;551;549
1665;552;549
1666;551;550
1667;552;550
1668;552;551
1669;553;554
1670;553;555
1671;553;556
1672;554;555
1673;554;556
1674;555;556
1675;554;553
1676;555;553
1677;556;553
1678;555;554
1679;556;554
1680;556;555
1681;557;558
1682;557;559
1683;557;560
1684;558;559
1685;558;560
1686;559;560
1687;558;557
1688;559;557
1689;560;557
1690;559;558
1691;560;558
1692;560;559
1693;561;562
1694;561;563
1695;561;564
1696;562;563
1697;562;564
1698;563;564
1699;562;561
1700;563;561
1701;564;561
1702;563;562
1703;564;562
1704;564;563
1705;565;566
1706;565;567
1707;565;568
1708;566;567
1709;566;568
1710;567;568
1711;566;565
1712;567;565
1713;568;565
1714;567;566
1715;568;566
1716;568;567
1717;569;570
1718;569;571
1719;569;572
1720;570;571
1721;570;572
1722;571;572
1723;570;569
1724;571;569
1725;572;569
1726;571;570
1727;572;570
1728;572;571
1729;573;574
1730;573;575
1731;573;576
1732;574;575
1733;574;576
1734;575;576
1735;574;573
1736;575;573
1737;576;573
1738;575;574
1739;576;574
1740;576;575
1741;577;578
1742;577;579
1743;577;580
1744;578;579
1745;578;580
1746;579;580
1747;578;577
1748;579;577
1749;580;577
1750;579;578
1751;580;578
1752;580;579
1753;581;582
1754;581;583
1755;581;584
1756;582;583
1757;582;584
1758;583;584
1759;582;581
1760;583;581
1761;584;581
1762;583;582
1763;584;582
1764;584;583
1765;585;586
1766;585;587
1767;585;588
1768;586;587
1769;586;588
1770;587;588
1771;586;585
1772;587;585
1773;588;585
1774;587;586
1775;588;586
1776;588;587
1777;589;590
1778;589;591
1779;589;592
1780;590;591
1781;590;592
1782;591;592
1783;590;589
1784;591;589
1785;592;589
1786;591;590
1787;592;590
1788;592;591
1789;593;594
1790;593;595
1791;593;596
1792;594;595
1793;594;596
1794;595;596
1795;594;593
1796;595;593
1797;596;593
1798;595;594
1799;596;594
1800;596;595
1801;597;598
1802;597;599
1803;597;600
1804;598;599
1805;598;600
1806;599;600
1807;598;597
1808;599;597
1809;600;597
1810;599;598
1811;600;598
1812;600;599
1813;601;602
1814;601;603
1815;601;604
1816;602;603
1817;602;604
1818;603;604
1819;602;601
1820;603;601
1821;604;601
1822;603;602
1823;604;602
1824;604;603
1825;605;606
1826;605;607
1827;605;608
1828;606;607
1829;606;608
1830;607;608
1831;606;605
1832;607;605
1833;608;605
1834;607;606
1835;608;606
1836;608;607
1837;609;610
1838;609;611
1839;609;612
1840;610;611
1841;610;612
1842;611;612
1843;610;609
1844;611;609
1845;612;609
1846;611;610
1847;612;610
1848;612;611
1849;613;614
1850;613;615
1851;613;616
1852;614;615
1853;614;616
1854;615;616
1855;614;613
1856;615;613
1857;616;613
1858;615;614
1859;616;614
1860;616;615
1861;617;618
1862;617;619
1863;617;620
1864;618;619
1865;618;620
1866;619;620
1867;618;617
1868;619;617
1869;620;617
1870;619;618
1871;620;618
1872;620;619
1873;621;622
1874;621;623
1875;621;624
1876;622;623
1877;622;624
1878;623;624
1879;622;621
1880;623;621
1881;624;621
1882;623;622
1883;624;622
1884;624;623
1885;625;626
1886;625;627
1887;625;628
1888;626;627
1889;626;628
1890;627;628
1891;626;625
1892;627;625
1893;628;625
1894;627;626
1895;628;626
1896;628;627
1897;629;630
1898;629;631
1899;629;632
1900;630;631
1901;630;632
1902;631;632
1903;630;629
1904;631;629
1905;632;629
1906;631;630
1907;632;630
1908;632;631
1909;633;634
1910;633;635
1911;633;636
1912;634;635
1913;634;636
1914;635;636
1915;634;633
1916;635;633
1917;636;633
1918;635;634
1919;636;634
1920;636;635
1921;637;638
1922;637;639
1923;637;640
1924;638;639
1925;638;640
1926;639;640
1927;638;637
1928;639;637
1929;640;637
1930;639;638
1931;640;638
1932;640;639
1933;641;642
1934;641;643
1935;641;644
1936;642;643
1937;642;644
1938;643;644
1939;642;641
1940;643;641
1941;644;641
1942;643;642
1943;644;642
1944;644;643
1945;645;646
1946;645;647
1947;645;648
1948;646;647
1949;646;648
1950;647;648
1951;646;645
1952;647;645
1953;648;645
1954;647;646
1955;648;646
1956;648;647
1957;649;650
1958;649;651
1959;649;652
1960;650;651
1961;650;652
1962;651;652
1963;650;649
1964;651;649
1965;652;649
1966;651;650
1967;652;650
1968;652;651
1969;653;654
1970;653;655
1971;653;656
1972;654;655
1973;654;656
1974;655;656
1975;654;653
1976;655;653
1977;656;653
1978;655;654
1979;656;654
1980;656;655
1981;657;658
1982;657;659
1983;657;660
1984;658;659
1985;658;660
1986;659;660
1987;658;657
1988;659;657
1989;660;657
1990;659;658
1991;660;658
1992;660;659
1993;661;662
1994;661;663
1995;661;664
1996;662;663
1997;662;664
1998;663;664
1999;662;661
2000;663;661
2001;664;661
2002;663;662
2003;664;662
2004;664;663
2005;665;666
2006;665;667
2007;665;668
2008;666;667
2009;666;668
2010;667;668
2011;666;665
2012;667;665
2013;668;665
2014;667;666
2015;668;666
2016;668;667
2017;669;670
2018;669;671
2019;669;672
2020;670;671
2021;670;672
2022;671;672
2023;670;669
2024;671;669
2025;672;669
2026;671;670
2027;672;670
2028;672;671
2029;673;674
2030;673;675
2031;673;676
2032;674;675
2033;674;676
2034;675;676
2035;674;673
2036;675;673
2037;676;673
2038;675;674
2039;676;674
2040;676;675
2041;677;678
2042;677;679
2043;677;680
2044;678;679
2045;678;680
2046;679;680
2047;678;677
2048;679;677
2049;680;677
2050;679;678
2051;680;678
2052;680;679
2053;681;682
2054;681;683
2055;681;684
2056;682;683
2057;682;684
2058;683;684
2059;682;681
2060;683;681
2061;684;681
2062;683;682
2063;684;682
2064;684;683
2065;685;686
2066;685;687
2067;685;688
2068;686;687
2069;686;688
2070;687;688
2071;686;685
2072;687;685
2073;688;685
2074;687;686
2075;688;686
2076;688;687
2077;689;690
2078;689;691
2079;689;692
2080;690;691
2081;690;692
2082;691;692
2083;690;689
2084;691;689
2085;692;689
2086;691;690
2087;692;690
2088;692;691
2089;693;694
2090;693;695
2091;693;696
2092;694;695
2093;694;696
2094;695;696
2095;694;693
2096;695;693
2097;696;693
2098;695;694
2099;696;694
2100;696;695
2101;697;698
2102;697;699
2103;697;700
2104;698;699
2105;698;700
2106;699;700
2107;698;697
2108;699;697
2109;700;697
2110;699;698
2111;700;698
2112;700;699
2113;701;702
2114;701;703
2115;701;704
2116;702;703
2117;702;704
2118;703;704
2119;702;701
2120;703;701
2121;704;701
2122;703;702
2123;704;702
2124;704;703
2125;705;706
2126;705;707
2127;705;708
2128;706;707
2129;706;708
2130;707;708
2131;706;705
